participant_id,gender,fixation_count,total_fix_time,avg_fix_duration,avg_saccade_length
192,male,370,52516,141.93513513513514,0.4742547425474255
193,male,50,5052,101.04,0.7346938775510204
194,male,441,45708,103.64625850340136,0.925
195,male,375,38984,103.95733333333334,0.44919786096256686
196,male,346,34416,99.46820809248555,0.7971014492753623
197,male,177,21880,123.61581920903954,0.42045454545454547
198,male,142,20908,147.2394366197183,0.475177304964539
199,male,6,576,96.0,3.0
200,male,286,30436,106.41958041958041,0.6701754385964912
201,male,132,12452,94.33333333333333,0.4732824427480916
202,male,219,26412,120.6027397260274,0.6559633027522935
203,male,96,8208,85.5,1.0526315789473684
204,female,6,412,68.66666666666667,0.2
206,male,422,44128,104.56872037914692,0.6817102137767221
207,female,299,44028,147.25083612040135,0.7483221476510067
208,male,251,23320,92.90836653386454,0.636
210,male,140,13872,99.08571428571429,0.43884892086330934
211,female,324,41180,127.09876543209876,0.21671826625386997
212,male,61,6008,98.49180327868852,0.45
213,male,163,14140,86.74846625766871,0.6296296296296297
214,male,298,29300,98.32214765100672,0.797979797979798
215,male,227,22876,100.77533039647577,0.6460176991150443
